c1,c2,c3,c4,x,y,z,tx,ty,tz
3.460312,7.459869,2.357845,7.016788,-2.146111,1.17033,0.8047876,-2.729743,0.7608851,1.069054
2.401076,6.943702,2.353395,6.927359,-2.017708,2.010043,0.1453907,-2.653115,1.44052,0.03778219
7.783613,2.154331,8.175856,3.301686,3.799812,0.7455022,-1.520318,3.496468,0.655727,-1.043331
7.180704,2.703063,6.901748,1.837981,3.043545,1.336844,0.3086376,2.765997,1.631858,0.65473
5.495217,3.790196,6.054201,4.563059,1.564232,0.4288059,-0.6494598,0.9894893,0.4366789,-1.075988
1.113773,7.362197,2.75403,7.78114,-2.723686,2.688627,-1.151535,-3.310091,1.945951,-1.057365
2.809199,8.158406,2.565855,8.077847,-2.786427,0.5363544,0.3846397,-3.66675,0.5024954,0.2179981
8.02596,2.294638,7.868005,1.659769,4.002821,1.425093,0.1572781,3.696917,1.47805,0.4184217
6.741295,2.654855,6.913078,3.064937,2.595438,0.8133831,-0.9502487,2.3998,0.8951231,-0.3909309
6.622121,4.135132,6.213069,3.442247,1.772842,0.04117402,-0.08110716,1.672073,0.2425122,0.8750427
7.953613,2.349293,7.821731,1.854369,3.974716,1.226962,0.05224609,3.608799,1.301551,0.3467488
5.773298,2.542057,6.243066,3.479505,2.075653,1.626424,-0.7919292,1.679308,1.826069,-0.9408166
5.049312,3.524219,5.594364,4.268662,1.306303,1.220883,-0.6139412,0.8172143,1.28374,-0.9668927
5.25801,4.18963,5.195425,4.110811,0.8563852,0.9265441,-0.3211365,0.630854,0.7992495,0.1090386
7.196836,1.85973,7.459273,2.702759,3.297161,1.229779,-1.016663,3.020991,1.372467,-0.6410512
4.996897,4.388149,4.560413,3.883844,0.4042301,1.668103,-0.1515903,0.3570703,1.620317,0.6952686
7.940337,2.827665,7.512399,1.175962,3.804855,1.591743,0.8110313,3.440828,1.745057,1.102134
3.694276,6.078141,2.813134,5.586578,-1.178251,2.646926,0.4418436,-1.456008,1.629709,0.9556577
7.471393,1.871823,7.523262,2.069171,3.593998,1.458735,-0.3953104,3.269875,1.654673,-0.1296248
7.698665,1.413726,7.937805,2.395395,3.9255,1.551784,-0.8986893,3.579427,1.673848,-0.623216
7.050905,2.78933,7.458872,3.701333,3.02653,0.3847113,-1.146408,2.620932,0.3304143,-0.9865847
7.58472,2.288827,7.89943,3.179898,3.554147,0.6691131,-1.333141,3.268078,0.6433257,-0.8121707
2.237877,6.997127,3.428408,7.463623,-2.112275,1.116094,-1.158768,-2.74698,0.8842639,-1.124315
7.396042,2.277516,7.522892,2.660741,3.380053,0.8730241,-0.7344513,3.094648,0.978325,-0.3154105
6.490806,2.541079,6.874365,3.403441,2.582071,0.9515424,-0.9682732,2.229592,0.9953226,-0.8543882
4.15242,4.232249,4.507001,4.580656,0.3975904,2.224155,-0.2627644,-0.04183364,1.926138,-0.5117453
3.66205,6.547706,2.649586,6.040045,-1.488003,1.866094,0.5580006,-1.841365,1.226425,1.065051
3.118345,6.477781,3.239438,6.536935,-1.397125,1.021272,0.03217697,-2.014848,0.7247218,-0.1283133
5.576737,4.518428,4.904393,3.656401,0.6505735,0.9413114,0.06165314,0.6677377,1.230532,1.174487
3.319645,6.749,2.277578,6.302088,-1.724775,2.589396,0.6468201,-2.15806,1.46876,0.9721133
6.6114,2.445141,6.6267,2.486212,2.572332,1.356994,-0.4433975,2.358244,1.635351,-0.03375626
3.165119,8.013514,2.636231,7.819727,-2.505518,0.462113,0.748457,-3.387402,0.3341892,0.5113775
3.393201,5.624831,3.162187,5.488564,-0.8148298,2.661558,0.3079052,-1.257807,1.739119,0.2523982
3.260642,7.400372,2.641294,7.149136,-2.022515,0.8651883,0.7513992,-2.758357,0.5456377,0.6092256
6.48592,3.341942,6.518767,3.405252,2.082151,0.4620175,-0.7808027,1.931161,0.49841,-0.07119417
4.373441,4.831614,5.058884,5.459836,0.2658529,0.5160377,-0.8495369,-0.2635944,0.4666619,-1.077553
5.405966,4.241443,5.283042,4.083614,0.8925657,0.7612554,-0.3347054,0.7021644,0.6605898,0.2189894
2.466387,7.067197,3.449726,7.467451,-2.080214,0.8206162,-0.9671974,-2.741389,0.6463138,-0.9695907
3.096138,8.142609,2.315008,7.878786,-2.644438,0.7246323,0.9557228,-3.54475,0.5741736,0.7044688
4.733933,5.303436,4.753665,5.321055,0.1173916,0.2839724,-0.04401588,-0.3572689,0.05741334,-0.03120017
4.11702,6.619489,3.618246,6.321351,-1.159969,0.3692382,0.4349928,-1.679236,0.05966806,0.6430255
6.867794,3.258344,6.413465,2.140733,2.501877,1.13464,0.5139259,2.284362,1.518912,1.005677
6.487819,3.931915,6.207228,3.449324,1.764194,0.1900077,-0.3136196,1.66449,0.3289611,0.5936863
1.304539,7.395418,2.721901,7.771688,-2.65864,2.353805,-1.029875,-3.311899,1.737136,-0.9511535
5.719852,3.490119,5.563282,3.227124,1.35326,1.3064,-0.457653,1.283487,1.442426,0.2944335
7.195253,2.263961,7.576658,3.280183,3.254551,0.7952086,-1.227242,2.915384,0.7935835,-0.9390132
4.053833,5.429936,3.99457,5.385837,-0.3466492,1.090367,0.1300049,-0.8156651,0.7509564,0.07949591
3.609945,6.928497,3.241012,6.743629,-1.503769,0.5428777,0.5646191,-2.185773,0.2405176,0.4212567
6.303094,3.841746,6.186509,3.647315,1.665546,0.2670011,-0.6245737,1.560624,0.2976036,0.242685
3.179537,7.408897,1.937763,6.966866,-2.223072,1.894357,0.8336514,-2.798894,1.244711,1.059088
5.282426,3.7535,5.664462,4.274444,1.320343,0.8561871,-0.4951248,0.8634537,0.8010362,-0.6970176
6.928931,2.766467,6.638963,1.928491,2.771549,1.424024,0.2863979,2.522297,1.793002,0.6557107
2.738651,8.098516,1.327543,7.736156,-2.822372,2.040495,1.056248,-3.630359,1.546686,0.9563069
4.025959,5.539454,4.731441,6.071553,-0.3297081,0.2617727,-0.8491936,-0.9048258,0.1687834,-1.029699
2.261361,6.851016,2.142645,6.812752,-2.065235,2.682012,0.1543655,-2.613916,1.879318,0.08713806
4.131903,6.764451,3.385427,6.336109,-1.345657,0.5123267,0.504612,-1.792823,0.1958945,0.9352515
2.400466,6.822596,3.379178,7.225263,-1.932125,1.111253,-0.9433842,-2.549098,0.8706242,-0.9427669
5.807555,3.481133,5.843482,3.540746,1.533493,0.9558651,-0.5750586,1.350588,0.9526216,-0.06976593
4.349641,5.960994,3.538105,5.397431,-0.8256035,1.117359,0.3096046,-1.038379,0.8133668,1.066866
4.395404,4.233648,4.832028,4.68537,0.5561676,1.415857,-0.3982983,0.08723783,1.311608,-0.6714858
7.219737,1.561433,7.478128,2.497175,3.398182,1.528611,-0.9393768,3.105408,1.758706,-0.6329682
4.183775,4.219075,4.874542,4.904872,0.4247513,1.514311,-0.8407173,-0.01853871,1.498763,-1.042863
